epoch;avg;max;min;size
180;160.8;167;155;20
181;160.8;167;155;20
182;160.8;167;155;20
183;160.8;167;155;20
184;160.8;167;155;20
185;160.8;167;155;20
186;160.8;167;155;20
187;160.8;167;155;20
188;160.8;167;155;20
189;160.85;167;155;20
190;160.85;167;155;20
191;161.05;169;156;20
192;161.05;169;156;20
193;161.05;169;156;20
194;161.05;169;156;20
195;161.1;169;156;20
196;161.1;169;156;20
197;161.1;169;156;20
198;161.1;169;156;20
199;161.3;169;156;20
200;161.5;169;156;20
201;161.5;169;156;20
202;161.6;169;156;20
203;161.75;169;156;20
204;161.75;169;156;20
205;161.75;169;156;20
206;161.8;170;156;20
207;161.9;170;156;20
208;161.57142857142858;170;155;21
209;161.57142857142858;170;155;21
210;161.57142857142858;170;155;21
211;161.57142857142858;170;155;21
212;161.71428571428572;170;155;21
213;161.71428571428572;170;155;21
214;161.71428571428572;170;155;21
215;161.71428571428572;170;155;21
216;161.71428571428572;170;155;21
217;161.71428571428572;170;155;21
218;161.76190476190476;170;155;21
219;161.76190476190476;170;155;21
220;161.76190476190476;170;155;21
221;161.8095238095238;170;155;21
222;161.8095238095238;170;155;21
223;161.8095238095238;170;155;21
224;161.8095238095238;170;155;21
225;161.85714285714286;170;155;21
226;161.5909090909091;170;155;22
227;161.5909090909091;170;155;22
228;161.5909090909091;170;155;22
229;161.5909090909091;170;155;22
230;161.5909090909091;170;155;22
231;161.5909090909091;170;155;22
232;161.5909090909091;170;155;22
233;161.5909090909091;170;155;22
234;161.63636363636363;170;155;22
235;152.43478260869566;170;-50;23
236;152.43478260869566;170;-50;23
237;152.52173913043478;170;-50;23
238;152.52173913043478;170;-50;23
239;152.52173913043478;170;-50;23
240;152.52173913043478;170;-50;23
241;152.52173913043478;170;-50;23
242;152.52173913043478;170;-50;23
243;152.52173913043478;170;-50;23
244;152.52173913043478;170;-50;23
245;152.52173913043478;170;-50;23
246;152.52173913043478;170;-50;23
247;152.52173913043478;170;-50;23
248;152.52173913043478;170;-50;23
249;152.52173913043478;170;-50;23
250;152.52173913043478;170;-50;23
251;152.52173913043478;170;-50;23
252;152.52173913043478;170;-50;23
253;152.52173913043478;170;-50;23
254;152.52173913043478;170;-50;23
255;152.52173913043478;170;-50;23
256;152.52173913043478;170;-50;23
257;152.52173913043478;170;-50;23
258;152.52173913043478;170;-50;23
259;152.52173913043478;170;-50;23
260;152.52173913043478;170;-50;23
261;152.52173913043478;170;-50;23
262;152.52173913043478;170;-50;23
263;152.52173913043478;170;-50;23
264;152.6086956521739;170;-50;23
265;152.6086956521739;170;-50;23
266;152.65217391304347;170;-50;23
267;152.65217391304347;170;-50;23
268;152.65217391304347;170;-50;23
269;152.65217391304347;170;-50;23
270;152.65217391304347;170;-50;23
271;152.65217391304347;170;-50;23
272;152.91304347826087;170;-50;23
273;152.91304347826087;170;-50;23
274;152.91304347826087;170;-50;23
275;152.91304347826087;170;-50;23
276;152.91304347826087;170;-50;23
277;152.91304347826087;170;-50;23
278;152.91304347826087;170;-50;23
279;152.91304347826087;170;-50;23
280;152.91304347826087;170;-50;23
281;152.91304347826087;170;-50;23
282;152.91304347826087;170;-50;23
283;152.91304347826087;170;-50;23
284;153.0;170;-50;23
285;161.7826086956522;170;151;23
286;161.7826086956522;170;151;23
287;161.91304347826087;170;151;23
288;161.91304347826087;170;151;23
289;161.91304347826087;170;151;23
290;161.91304347826087;170;151;23
291;162.17391304347825;170;155;23
292;162.17391304347825;170;155;23
293;162.17391304347825;170;155;23
294;161.5;170;146;24
295;161.5;170;146;24
296;161.54166666666666;170;146;24
297;161.54166666666666;170;146;24
298;161.54166666666666;170;146;24
299;161.54166666666666;170;146;24
300;161.54166666666666;170;146;24
301;161.54166666666666;170;146;24
302;161.54166666666666;170;146;24
303;161.54166666666666;170;146;24
304;161.54166666666666;170;146;24
305;161.54166666666666;170;146;24
306;161.54166666666666;170;146;24
307;161.54166666666666;170;146;24
308;161.54166666666666;170;146;24
309;161.54166666666666;170;146;24
310;161.58333333333334;170;146;24
311;161.66666666666666;170;146;24
312;161.66666666666666;170;146;24
313;161.66666666666666;170;146;24
314;161.66666666666666;170;146;24
315;161.66666666666666;170;146;24
316;161.75;170;146;24
317;161.79166666666666;170;146;24
318;161.79166666666666;170;146;24
319;161.79166666666666;170;146;24
320;161.79166666666666;170;146;24
321;161.79166666666666;170;146;24
322;161.79166666666666;170;146;24
323;161.79166666666666;170;146;24
324;161.79166666666666;170;146;24
325;161.79166666666666;170;146;24
326;161.875;170;146;24
327;161.875;170;146;24
328;161.875;170;146;24
329;161.875;170;146;24
330;161.875;170;146;24
331;161.875;170;146;24
332;161.875;170;146;24
333;161.91666666666666;170;146;24
334;161.91666666666666;170;146;24
335;161.91666666666666;170;146;24
336;161.91666666666666;170;146;24
337;161.91666666666666;170;146;24
338;161.91666666666666;170;146;24
339;162.0;170;146;24
340;162.04166666666666;170;146;24
341;162.04166666666666;170;146;24
342;162.04166666666666;170;146;24
343;162.04166666666666;170;146;24
344;162.04166666666666;170;146;24
345;162.04166666666666;170;146;24
346;162.04166666666666;170;146;24
347;162.16666666666666;170;146;24
348;162.16666666666666;170;146;24
349;162.16666666666666;170;146;24
350;162.16666666666666;170;146;24
351;162.16666666666666;170;146;24
352;162.16666666666666;170;146;24
353;162.16666666666666;170;146;24
354;162.16666666666666;170;146;24
355;162.16666666666666;170;146;24
356;162.16666666666666;170;146;24
357;162.25;170;146;24
358;162.25;170;146;24
359;162.25;170;146;24
360;162.25;170;146;24
361;162.25;170;146;24
362;162.25;170;146;24
363;162.25;170;146;24
364;162.29166666666666;170;146;24
365;162.29166666666666;170;146;24
366;162.29166666666666;170;146;24
367;162.29166666666666;170;146;24
368;162.29166666666666;170;146;24
369;162.29166666666666;170;146;24
370;162.29166666666666;170;146;24
371;162.29166666666666;170;146;24
372;162.29166666666666;170;146;24
373;162.29166666666666;170;146;24
374;162.29166666666666;170;146;24
375;162.29166666666666;170;146;24
376;162.29166666666666;170;146;24
377;162.29166666666666;170;146;24
378;162.33333333333334;170;146;24
379;162.45833333333334;170;146;24
380;162.5;170;146;24
381;162.5;170;146;24
382;162.5;170;146;24
383;162.5;170;146;24
384;162.5;170;146;24
385;162.5;170;146;24
386;162.5;170;146;24
387;162.75;170;146;24
388;162.75;170;146;24
389;162.75;170;146;24
390;162.75;170;146;24
391;162.75;170;146;24
392;162.75;170;146;24
393;162.75;170;146;24
394;162.75;170;146;24
395;162.75;170;146;24
396;162.75;170;146;24
397;162.75;170;146;24
398;162.75;170;146;24
399;162.75;170;146;24
400;162.75;170;146;24
401;162.75;170;146;24
402;162.75;170;146;24
403;162.75;170;146;24
404;162.75;170;146;24
405;163.0;170;152;24
406;163.0;170;152;24
407;163.04166666666666;170;152;24
408;163.04166666666666;170;152;24
409;163.04166666666666;170;152;24
410;163.04166666666666;170;152;24
411;163.04166666666666;170;152;24
412;163.125;170;152;24
413;163.125;170;152;24
414;163.125;170;152;24
415;163.125;170;152;24
416;163.125;170;152;24
417;163.125;170;152;24
418;163.125;170;152;24
419;163.125;170;152;24
420;163.125;170;152;24
421;163.125;170;152;24
422;163.125;170;152;24
423;163.20833333333334;170;152;24
424;163.20833333333334;170;152;24
425;163.20833333333334;170;152;24
426;163.20833333333334;170;152;24
427;163.20833333333334;170;152;24
428;163.20833333333334;170;152;24
429;163.20833333333334;170;152;24
430;163.20833333333334;170;152;24
431;163.20833333333334;170;152;24
432;163.20833333333334;170;152;24
433;163.20833333333334;170;152;24
434;163.20833333333334;170;152;24
435;163.20833333333334;170;152;24
436;163.20833333333334;170;152;24
437;163.20833333333334;170;152;24
438;163.20833333333334;170;152;24
439;163.25;170;152;24
440;163.33333333333334;171;152;24
441;163.33333333333334;171;152;24
442;163.41666666666666;171;152;24
443;163.41666666666666;171;152;24
444;163.41666666666666;171;152;24
445;163.41666666666666;171;152;24
446;163.45833333333334;171;152;24
447;163.45833333333334;171;152;24
448;163.45833333333334;171;152;24
449;163.45833333333334;171;152;24
450;163.45833333333334;171;152;24
451;163.45833333333334;171;152;24
452;163.45833333333334;171;152;24
453;163.45833333333334;171;152;24
454;163.45833333333334;171;152;24
455;163.45833333333334;171;152;24
456;163.45833333333334;171;152;24
457;163.45833333333334;171;152;24
458;163.45833333333334;171;152;24
459;163.45833333333334;171;152;24
460;163.45833333333334;171;152;24
461;163.45833333333334;171;152;24
462;163.45833333333334;171;152;24
463;163.54166666666666;171;152;24
464;163.70833333333334;171;152;24
465;163.70833333333334;171;152;24
466;163.70833333333334;171;152;24
467;163.95833333333334;171;152;24
468;163.95833333333334;171;152;24
469;163.95833333333334;171;152;24
470;164.04166666666666;171;152;24
471;164.04166666666666;171;152;24
472;164.08333333333334;171;152;24
473;164.08333333333334;171;152;24
474;164.08333333333334;171;152;24
475;164.08333333333334;171;152;24
476;164.125;172;152;24
477;164.125;172;152;24
478;164.125;172;152;24
479;164.125;172;152;24
480;164.125;172;152;24
481;164.20833333333334;172;152;24
482;164.20833333333334;172;152;24
483;164.20833333333334;172;152;24
484;164.20833333333334;172;152;24
485;164.33333333333334;172;152;24
486;164.45833333333334;172;155;24
487;164.45833333333334;172;155;24
488;164.45833333333334;172;155;24
489;164.45833333333334;172;155;24
490;164.45833333333334;172;155;24
491;164.45833333333334;172;155;24
492;164.45833333333334;172;155;24
493;164.45833333333334;172;155;24
494;164.45833333333334;172;155;24
495;164.45833333333334;172;155;24
496;164.45833333333334;172;155;24
497;164.45833333333334;172;155;24
498;164.45833333333334;172;155;24
499;164.45833333333334;172;155;24
