epoch;avg;max;min;size
295;88.18181818181819;116;56;11
296;88.18181818181819;116;56;11
297;88.18181818181819;116;56;11
298;88.18181818181819;116;56;11
299;88.18181818181819;116;56;11
300;88.18181818181819;116;56;11
301;88.18181818181819;116;56;11
302;88.45454545454545;119;56;11
303;88.45454545454545;119;56;11
304;88.45454545454545;119;56;11
305;88.45454545454545;119;56;11
306;88.45454545454545;119;56;11
307;88.45454545454545;119;56;11
308;88.45454545454545;119;56;11
309;88.45454545454545;119;56;11
310;88.45454545454545;119;56;11
311;88.45454545454545;119;56;11
312;88.45454545454545;119;56;11
313;88.45454545454545;119;56;11
314;88.54545454545455;119;56;11
315;88.54545454545455;119;56;11
316;88.54545454545455;119;56;11
317;88.54545454545455;119;56;11
318;88.54545454545455;119;56;11
319;88.54545454545455;119;56;11
320;88.54545454545455;119;56;11
321;88.54545454545455;119;56;11
322;88.54545454545455;119;56;11
323;88.54545454545455;119;56;11
324;88.54545454545455;119;56;11
325;88.81818181818181;119;56;11
326;88.81818181818181;119;56;11
327;88.81818181818181;119;56;11
328;88.81818181818181;119;56;11
329;88.81818181818181;119;56;11
330;88.81818181818181;119;56;11
331;88.81818181818181;119;56;11
332;88.81818181818181;119;56;11
333;88.81818181818181;119;56;11
334;88.81818181818181;119;56;11
335;88.81818181818181;119;56;11
336;88.81818181818181;119;56;11
337;88.81818181818181;119;56;11
338;88.81818181818181;119;56;11
339;88.81818181818181;119;56;11
340;88.81818181818181;119;56;11
341;88.81818181818181;119;56;11
342;88.81818181818181;119;56;11
343;88.81818181818181;119;56;11
344;88.81818181818181;119;56;11
345;88.81818181818181;119;56;11
346;88.81818181818181;119;56;11
347;88.81818181818181;119;56;11
348;88.81818181818181;119;56;11
349;88.81818181818181;119;56;11
350;88.81818181818181;119;56;11
351;88.81818181818181;119;56;11
352;88.81818181818181;119;56;11
353;89.0;120;56;11
354;89.0;120;56;11
355;89.0;120;56;11
356;89.0;120;56;11
357;89.0;120;56;11
358;89.0;120;56;11
359;89.0;120;56;11
360;89.0;120;56;11
361;89.0;120;56;11
362;89.0;120;56;11
363;89.0;120;56;11
364;89.0;120;56;11
365;89.0;120;56;11
366;89.0909090909091;120;56;11
367;89.27272727272727;120;56;11
368;89.27272727272727;120;56;11
369;89.27272727272727;120;56;11
370;89.27272727272727;120;56;11
371;89.27272727272727;120;56;11
372;89.36363636363636;121;56;11
373;89.36363636363636;121;56;11
374;89.36363636363636;121;56;11
375;89.63636363636364;121;56;11
376;89.63636363636364;121;56;11
377;89.72727272727273;121;56;11
378;89.72727272727273;121;56;11
379;89.72727272727273;121;56;11
380;89.72727272727273;121;56;11
381;89.72727272727273;121;56;11
382;89.72727272727273;121;56;11
383;89.72727272727273;121;56;11
384;89.72727272727273;121;56;11
385;89.72727272727273;121;56;11
386;89.72727272727273;121;56;11
387;89.72727272727273;121;56;11
388;89.72727272727273;121;56;11
389;89.72727272727273;121;56;11
390;89.72727272727273;121;56;11
391;89.81818181818181;121;56;11
392;89.81818181818181;121;56;11
393;89.81818181818181;121;56;11
394;89.81818181818181;121;56;11
395;89.81818181818181;121;56;11
396;89.81818181818181;121;56;11
397;89.81818181818181;121;56;11
398;89.81818181818181;121;56;11
399;89.81818181818181;121;56;11
400;89.81818181818181;121;56;11
401;89.81818181818181;121;56;11
402;90.0;121;56;11
403;90.0;121;56;11
404;90.0;121;56;11
405;90.0;121;56;11
406;90.0;121;56;11
407;90.0;121;56;11
408;90.0;121;56;11
409;90.0;121;56;11
410;90.0;121;56;11
411;90.0;121;56;11
412;90.0;121;56;11
413;90.0;121;56;11
414;90.0;121;56;11
415;90.0;121;56;11
416;90.0;121;56;11
417;90.0;121;56;11
418;90.0;121;56;11
419;90.0;121;56;11
420;90.0;121;56;11
421;90.0;121;56;11
422;90.0;121;56;11
423;90.0;121;56;11
424;90.0;121;56;11
425;90.0;121;56;11
426;90.0;121;56;11
427;90.0;121;56;11
428;90.0;121;56;11
429;90.0;121;56;11
430;90.0;121;56;11
431;90.0;121;56;11
432;90.0;121;56;11
433;90.0;121;56;11
434;90.0;121;56;11
435;90.0;121;56;11
436;90.0;121;56;11
437;90.0;121;56;11
438;90.0;121;56;11
439;90.0;121;56;11
440;90.0;121;56;11
441;90.0;121;56;11
442;90.0;121;56;11
443;90.0;121;56;11
444;90.0;121;56;11
445;90.0909090909091;122;56;11
446;90.0909090909091;122;56;11
447;90.0909090909091;122;56;11
448;90.0909090909091;122;56;11
449;90.0909090909091;122;56;11
450;90.0909090909091;122;56;11
451;90.0909090909091;122;56;11
452;90.0909090909091;122;56;11
453;90.0909090909091;122;56;11
454;90.0909090909091;122;56;11
455;90.0909090909091;122;56;11
456;90.0909090909091;122;56;11
457;90.0909090909091;122;56;11
458;90.0909090909091;122;56;11
459;90.0909090909091;122;56;11
460;90.0909090909091;122;56;11
461;90.0909090909091;122;56;11
462;90.0909090909091;122;56;11
463;90.0909090909091;122;56;11
464;90.0909090909091;122;56;11
465;90.0909090909091;122;56;11
466;90.0909090909091;122;56;11
467;90.0909090909091;122;56;11
468;90.0909090909091;122;56;11
469;90.0909090909091;122;56;11
470;90.0909090909091;122;56;11
471;90.0909090909091;122;56;11
472;90.0909090909091;122;56;11
473;90.0909090909091;122;56;11
474;90.0909090909091;122;56;11
475;90.45454545454545;122;56;11
476;90.45454545454545;122;56;11
477;90.45454545454545;122;56;11
478;90.45454545454545;122;56;11
479;90.54545454545455;122;56;11
480;90.54545454545455;122;56;11
481;90.54545454545455;122;56;11
482;90.54545454545455;122;56;11
483;90.72727272727273;122;56;11
484;90.72727272727273;122;56;11
485;90.72727272727273;122;56;11
486;90.72727272727273;122;56;11
487;90.72727272727273;122;56;11
488;90.72727272727273;122;56;11
489;90.72727272727273;122;56;11
490;90.81818181818181;122;57;11
491;90.81818181818181;122;57;11
492;90.81818181818181;122;57;11
493;90.81818181818181;122;57;11
494;90.81818181818181;122;57;11
495;90.81818181818181;122;57;11
496;90.81818181818181;122;57;11
497;90.81818181818181;122;57;11
498;90.81818181818181;122;57;11
499;90.81818181818181;122;57;11
500;90.81818181818181;122;57;11
501;90.81818181818181;122;57;11
502;90.81818181818181;122;57;11
503;90.81818181818181;122;57;11
504;90.81818181818181;122;57;11
505;90.81818181818181;122;57;11
506;90.81818181818181;122;57;11
507;90.81818181818181;122;57;11
508;90.81818181818181;122;57;11
509;90.81818181818181;122;57;11
510;90.81818181818181;122;57;11
511;90.81818181818181;122;57;11
512;90.81818181818181;122;57;11
513;90.81818181818181;122;57;11
514;90.81818181818181;122;57;11
515;90.81818181818181;122;57;11
516;90.81818181818181;122;57;11
517;90.9090909090909;123;57;11
518;90.9090909090909;123;57;11
519;90.9090909090909;123;57;11
520;90.9090909090909;123;57;11
521;90.9090909090909;123;57;11
522;90.9090909090909;123;57;11
523;90.9090909090909;123;57;11
524;90.9090909090909;123;57;11
525;90.9090909090909;123;57;11
526;91.0;123;58;11
527;91.0;123;58;11
528;91.0;123;58;11
529;91.0;123;58;11
530;91.0;123;58;11
531;91.0;123;58;11
532;91.0;123;58;11
533;91.0;123;58;11
534;91.0;123;58;11
535;91.0;123;58;11
536;91.0;123;58;11
537;91.0;123;58;11
538;91.0;123;58;11
539;91.0;123;58;11
540;91.0;123;58;11
541;91.0;123;58;11
542;91.18181818181819;123;58;11
543;91.18181818181819;123;58;11
544;91.18181818181819;123;58;11
545;91.18181818181819;123;58;11
546;91.18181818181819;123;58;11
547;91.27272727272727;123;58;11
548;91.27272727272727;123;58;11
549;91.27272727272727;123;58;11
550;91.27272727272727;123;58;11
551;91.27272727272727;123;58;11
552;91.27272727272727;123;58;11
553;91.27272727272727;123;58;11
554;91.27272727272727;123;58;11
555;91.27272727272727;123;58;11
556;91.27272727272727;123;58;11
557;91.27272727272727;123;58;11
558;91.27272727272727;123;58;11
559;91.27272727272727;123;58;11
560;91.27272727272727;123;58;11
561;91.27272727272727;123;58;11
562;93.91666666666667;123;58;12
563;93.91666666666667;123;58;12
564;93.91666666666667;123;58;12
565;93.91666666666667;123;58;12
566;93.91666666666667;123;58;12
567;93.91666666666667;123;58;12
568;93.91666666666667;123;58;12
569;93.91666666666667;123;58;12
570;93.91666666666667;123;58;12
571;94.08333333333333;125;58;12
572;94.08333333333333;125;58;12
573;94.08333333333333;125;58;12
574;94.08333333333333;125;58;12
575;94.08333333333333;125;58;12
576;94.08333333333333;125;58;12
577;94.08333333333333;125;58;12
578;94.08333333333333;125;58;12
579;94.08333333333333;125;58;12
580;94.08333333333333;125;58;12
581;94.08333333333333;125;58;12
582;94.08333333333333;125;58;12
583;94.08333333333333;125;58;12
584;94.08333333333333;125;58;12
585;94.08333333333333;125;58;12
586;94.08333333333333;125;58;12
587;94.08333333333333;125;58;12
588;94.08333333333333;125;58;12
589;94.08333333333333;125;58;12
590;94.08333333333333;125;58;12
591;94.08333333333333;125;58;12
592;94.08333333333333;125;58;12
593;94.08333333333333;125;58;12
594;94.08333333333333;125;58;12
595;94.08333333333333;125;58;12
596;94.08333333333333;125;58;12
597;94.16666666666667;125;58;12
598;94.16666666666667;125;58;12
599;94.16666666666667;125;58;12
600;94.16666666666667;125;58;12
601;94.25;125;58;12
602;94.25;125;58;12
603;94.25;125;58;12
604;94.25;125;58;12
605;94.25;125;58;12
606;94.25;125;58;12
607;94.25;125;58;12
608;94.25;125;58;12
609;94.25;125;58;12
610;94.25;125;58;12
611;94.25;125;58;12
612;94.25;125;58;12
613;94.25;125;58;12
614;94.25;125;58;12
615;94.25;125;58;12
616;94.25;125;58;12
617;94.25;125;58;12
618;94.25;125;58;12
619;94.25;125;58;12
620;94.33333333333333;125;58;12
621;94.33333333333333;125;58;12
622;94.33333333333333;125;58;12
623;94.33333333333333;125;58;12
624;94.75;130;58;12
625;94.75;130;58;12
626;94.83333333333333;130;58;12
627;94.83333333333333;130;58;12
628;94.83333333333333;130;58;12
629;94.83333333333333;130;58;12
630;94.83333333333333;130;58;12
631;94.83333333333333;130;58;12
632;94.83333333333333;130;58;12
633;94.83333333333333;130;58;12
634;94.83333333333333;130;58;12
635;94.83333333333333;130;58;12
636;94.83333333333333;130;58;12
637;94.83333333333333;130;58;12
638;94.83333333333333;130;58;12
639;94.83333333333333;130;58;12
640;94.83333333333333;130;58;12
641;94.83333333333333;130;58;12
642;94.91666666666667;130;58;12
643;94.91666666666667;130;58;12
644;95.08333333333333;130;58;12
645;95.16666666666667;131;58;12
646;95.25;131;58;12
647;95.25;131;58;12
648;95.25;131;58;12
649;95.25;131;58;12
650;95.25;131;58;12
651;95.25;131;58;12
652;95.25;131;58;12
653;95.25;131;58;12
654;95.25;131;58;12
655;95.25;131;58;12
656;95.25;131;58;12
657;95.25;131;58;12
658;95.25;131;58;12
659;95.25;131;58;12
660;95.25;131;58;12
661;95.25;131;58;12
662;95.25;131;58;12
663;95.25;131;58;12
664;95.25;131;58;12
665;95.25;131;58;12
666;95.25;131;58;12
667;95.25;131;58;12
668;95.25;131;58;12
669;95.25;131;58;12
670;95.25;131;58;12
671;95.25;131;58;12
672;95.25;131;58;12
673;95.25;131;58;12
674;95.25;131;58;12
675;95.25;131;58;12
676;95.41666666666667;131;58;12
677;95.41666666666667;131;58;12
678;95.41666666666667;131;58;12
679;95.41666666666667;131;58;12
680;95.83333333333333;136;58;12
681;95.83333333333333;136;58;12
682;95.83333333333333;136;58;12
683;95.83333333333333;136;58;12
684;95.83333333333333;136;58;12
685;95.83333333333333;136;58;12
686;95.83333333333333;136;58;12
687;95.83333333333333;136;58;12
688;95.83333333333333;136;58;12
689;95.83333333333333;136;58;12
690;95.83333333333333;136;58;12
691;95.83333333333333;136;58;12
692;95.83333333333333;136;58;12
693;95.83333333333333;136;58;12
694;95.83333333333333;136;58;12
695;95.83333333333333;136;58;12
696;95.83333333333333;136;58;12
697;95.83333333333333;136;58;12
698;95.83333333333333;136;58;12
699;95.83333333333333;136;58;12
700;95.83333333333333;136;58;12
701;95.83333333333333;136;58;12
702;95.83333333333333;136;58;12
703;95.83333333333333;136;58;12
704;95.83333333333333;136;58;12
705;95.83333333333333;136;58;12
706;95.83333333333333;136;58;12
707;95.83333333333333;136;58;12
708;95.83333333333333;136;58;12
709;95.83333333333333;136;58;12
710;95.83333333333333;136;58;12
711;95.83333333333333;136;58;12
712;95.83333333333333;136;58;12
713;95.83333333333333;136;58;12
714;96.0;136;58;12
715;96.0;136;58;12
716;96.0;136;58;12
717;96.0;136;58;12
718;96.0;136;58;12
719;96.0;136;58;12
720;96.16666666666667;136;58;12
721;96.16666666666667;136;58;12
722;84.92307692307692;136;-50;13
723;84.92307692307692;136;-50;13
724;84.92307692307692;136;-50;13
725;85.07692307692308;138;-50;13
726;85.07692307692308;138;-50;13
727;85.07692307692308;138;-50;13
728;85.07692307692308;138;-50;13
729;85.07692307692308;138;-50;13
730;85.07692307692308;138;-50;13
731;85.07692307692308;138;-50;13
732;85.07692307692308;138;-50;13
733;85.07692307692308;138;-50;13
734;85.07692307692308;138;-50;13
735;85.07692307692308;138;-50;13
736;85.07692307692308;138;-50;13
737;85.07692307692308;138;-50;13
738;85.07692307692308;138;-50;13
739;85.07692307692308;138;-50;13
740;85.15384615384616;138;-50;13
741;85.15384615384616;138;-50;13
742;85.15384615384616;138;-50;13
743;85.15384615384616;138;-50;13
744;85.15384615384616;138;-50;13
745;85.15384615384616;138;-50;13
746;85.15384615384616;138;-50;13
747;85.15384615384616;138;-50;13
748;99.46153846153847;138;58;13
749;99.46153846153847;138;58;13
750;99.46153846153847;138;58;13
751;99.46153846153847;138;58;13
752;99.46153846153847;138;58;13
753;99.53846153846153;138;58;13
754;99.53846153846153;138;58;13
755;99.53846153846153;138;58;13
756;99.53846153846153;138;58;13
757;99.53846153846153;138;58;13
758;99.53846153846153;138;58;13
759;99.53846153846153;138;58;13
760;88.85714285714286;138;-50;14
761;88.85714285714286;138;-50;14
762;88.85714285714286;138;-50;14
763;88.85714285714286;138;-50;14
764;88.85714285714286;138;-50;14
765;88.85714285714286;138;-50;14
766;88.85714285714286;138;-50;14
767;88.85714285714286;138;-50;14
768;102.42857142857143;140;58;14
769;102.42857142857143;140;58;14
770;102.42857142857143;140;58;14
771;102.42857142857143;140;58;14
772;102.42857142857143;140;58;14
773;102.42857142857143;140;58;14
774;102.57142857142857;140;58;14
775;102.57142857142857;140;58;14
776;102.57142857142857;140;58;14
777;102.57142857142857;140;58;14
778;102.57142857142857;140;58;14
779;102.57142857142857;140;58;14
780;102.57142857142857;140;58;14
781;102.57142857142857;140;58;14
782;102.64285714285714;140;58;14
783;102.64285714285714;140;58;14
784;102.64285714285714;140;58;14
785;102.64285714285714;140;58;14
786;102.64285714285714;140;58;14
787;102.71428571428571;141;58;14
788;102.71428571428571;141;58;14
789;102.71428571428571;141;58;14
790;102.71428571428571;141;58;14
791;102.71428571428571;141;58;14
792;102.71428571428571;141;58;14
793;102.71428571428571;141;58;14
794;102.71428571428571;141;58;14
795;102.71428571428571;141;58;14
796;102.71428571428571;141;58;14
797;102.71428571428571;141;58;14
798;102.71428571428571;141;58;14
799;102.71428571428571;141;58;14
800;102.71428571428571;141;58;14
801;102.71428571428571;141;58;14
802;102.71428571428571;141;58;14
803;102.71428571428571;141;58;14
804;102.71428571428571;141;58;14
805;102.71428571428571;141;58;14
806;102.71428571428571;141;58;14
807;102.71428571428571;141;58;14
808;102.71428571428571;141;58;14
809;102.71428571428571;141;58;14
810;102.71428571428571;141;58;14
811;102.71428571428571;141;58;14
812;102.71428571428571;141;58;14
813;102.71428571428571;141;58;14
814;102.71428571428571;141;58;14
815;102.71428571428571;141;58;14
816;102.71428571428571;141;58;14
817;102.71428571428571;141;58;14
818;102.71428571428571;141;58;14
819;102.71428571428571;141;58;14
820;102.71428571428571;141;58;14
821;102.71428571428571;141;58;14
822;102.71428571428571;141;58;14
823;102.71428571428571;141;58;14
824;102.71428571428571;141;58;14
825;102.71428571428571;141;58;14
826;102.71428571428571;141;58;14
827;102.71428571428571;141;58;14
828;102.71428571428571;141;58;14
829;102.71428571428571;141;58;14
830;102.71428571428571;141;58;14
831;102.71428571428571;141;58;14
832;102.71428571428571;141;58;14
833;102.71428571428571;141;58;14
834;102.85714285714286;141;58;14
835;102.85714285714286;141;58;14
836;102.85714285714286;141;58;14
837;102.85714285714286;141;58;14
838;102.85714285714286;141;58;14
839;102.85714285714286;141;58;14
840;102.85714285714286;141;58;14
841;102.85714285714286;141;58;14
842;102.85714285714286;141;58;14
843;102.85714285714286;141;58;14
844;102.85714285714286;141;58;14
845;102.85714285714286;141;58;14
846;102.85714285714286;141;58;14
847;102.85714285714286;141;58;14
848;102.85714285714286;141;58;14
849;102.85714285714286;141;58;14
850;102.85714285714286;141;58;14
851;102.92857142857143;141;58;14
852;102.92857142857143;141;58;14
853;102.92857142857143;141;58;14
854;102.92857142857143;141;58;14
855;102.92857142857143;141;58;14
856;102.92857142857143;141;58;14
857;102.92857142857143;141;58;14
858;102.92857142857143;141;58;14
859;102.92857142857143;141;58;14
860;102.92857142857143;141;58;14
861;102.92857142857143;141;58;14
862;102.92857142857143;141;58;14
863;102.92857142857143;141;58;14
864;102.92857142857143;141;58;14
865;102.92857142857143;141;58;14
866;102.92857142857143;141;58;14
867;102.92857142857143;141;58;14
868;102.92857142857143;141;58;14
869;102.92857142857143;141;58;14
870;102.92857142857143;141;58;14
871;102.92857142857143;141;58;14
872;102.92857142857143;141;58;14
873;103.0;141;58;14
874;103.0;141;58;14
875;103.07142857142857;141;58;14
876;103.28571428571429;141;58;14
877;103.28571428571429;141;58;14
878;103.28571428571429;141;58;14
879;103.28571428571429;141;58;14
880;103.28571428571429;141;58;14
881;103.28571428571429;141;58;14
882;103.28571428571429;141;58;14
883;103.28571428571429;141;58;14
884;103.28571428571429;141;58;14
885;103.28571428571429;141;58;14
886;103.28571428571429;141;58;14
887;103.28571428571429;141;58;14
888;103.28571428571429;141;58;14
889;103.28571428571429;141;58;14
890;103.28571428571429;141;58;14
891;103.28571428571429;141;58;14
892;103.28571428571429;141;58;14
893;103.28571428571429;141;58;14
894;103.28571428571429;141;58;14
895;103.28571428571429;141;58;14
896;103.28571428571429;141;58;14
897;103.28571428571429;141;58;14
898;103.28571428571429;141;58;14
899;103.35714285714286;141;58;14
900;103.35714285714286;141;58;14
901;103.35714285714286;141;58;14
902;103.35714285714286;141;58;14
903;103.5;141;58;14
904;103.5;141;58;14
905;103.5;141;58;14
906;103.57142857142857;141;58;14
907;103.57142857142857;141;58;14
908;103.57142857142857;141;58;14
909;103.64285714285714;141;58;14
910;103.64285714285714;141;58;14
911;103.64285714285714;141;58;14
912;103.64285714285714;141;58;14
913;103.64285714285714;141;58;14
914;103.64285714285714;141;58;14
915;103.64285714285714;141;58;14
916;103.64285714285714;141;58;14
917;103.64285714285714;141;58;14
918;103.64285714285714;141;58;14
919;103.64285714285714;141;58;14
920;103.64285714285714;141;58;14
921;103.64285714285714;141;58;14
922;103.64285714285714;141;58;14
923;103.64285714285714;141;58;14
924;103.64285714285714;141;58;14
925;103.64285714285714;141;58;14
926;103.64285714285714;141;58;14
927;103.64285714285714;141;58;14
928;103.64285714285714;141;58;14
929;103.64285714285714;141;58;14
930;103.64285714285714;141;58;14
931;103.64285714285714;141;58;14
932;103.64285714285714;141;58;14
933;103.64285714285714;141;58;14
934;103.64285714285714;141;58;14
935;103.64285714285714;141;58;14
936;103.64285714285714;141;58;14
937;103.64285714285714;141;58;14
938;103.64285714285714;141;58;14
939;103.64285714285714;141;58;14
940;103.64285714285714;141;58;14
941;103.64285714285714;141;58;14
942;103.64285714285714;141;58;14
943;103.64285714285714;141;58;14
944;103.64285714285714;141;58;14
945;103.64285714285714;141;58;14
946;103.64285714285714;141;58;14
947;103.64285714285714;141;58;14
948;106.2;142;58;15
949;106.2;142;58;15
950;106.2;142;58;15
951;106.2;142;58;15
952;106.2;142;58;15
953;106.2;142;58;15
954;106.2;142;58;15
955;106.2;142;58;15
956;106.26666666666667;142;58;15
